poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,methodology,partisan,polldate,samplesize,cand1_name,cand1_id,cand1_party,cand1_pct,cand2_name,cand2_id,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,bias,rightcall,comment
55200,88738,1331,2006,2006_Gov-G_CA,CA,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,1155,Phil Angelides,12660,DEM,38.8,Arnold Schwarzenegger,12662,REP,47.6,5.8,-8.8000002,11/7/06,38.91,55.88,-16.98,8.18,1,for Wall Street Journal
55223,88761,1332,2006,2006_Gov-G_CO,CO,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/25/06,625,"Bill Ritter, Jr.",12664,DEM,50,Bob Beauprez,12667,REP,38,3,12,11/7/06,56.99,40.17,16.82,-4.82,1,
55224,88762,1332,2006,2006_Gov-G_CO,CO,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,583,"Bill Ritter, Jr.",12664,DEM,46.4,Bob Beauprez,12667,REP,46.6,4,-0.2,11/7/06,56.99,40.17,16.82,-17.02,0,for Wall Street Journal
55283,88823,1334,2006,2006_Gov-G_FL,FL,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,952,Jim Davis,12674,DEM,45.1,Charlie Crist,12675,REP,49.9,,-4.8000002,11/7/06,45.11,52.18,-7.07,2.27,1,for Wall Street Journal
55312,88852,1335,2006,2006_Gov-G_GA,GA,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,1014,Mark Taylor,12678,DEM,36.3,Sonny Perdue,12676,REP,48.3,9.1,-12,11/7/06,38.22,57.95,-19.73,7.73,1,for Wall Street Journal
55331,88871,1337,2006,2006_Gov-G_IA,IA,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,507,Chet Culver,12684,DEM,47.6,Jim Nussle,12686,REP,46.4,,1.2,11/7/06,54.02,44.38,9.65,-8.45,1,for Wall Street Journal
55360,88900,1339,2006,2006_Gov-G_IL,IL,Gov-G,Gov-G,Research 2000,281,Live Phone,,10/25/06,800,Rod Blagojevich,12691,DEM,47,Judy Baar Topinka,12692,REP,38,11,9,11/7/06,49.8,39.26,10.53,-1.53,1,
55361,88901,1339,2006,2006_Gov-G_IL,IL,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,583,Rod Blagojevich,12691,DEM,39.6,Judy Baar Topinka,12692,REP,33,16,6.5999999,11/7/06,49.8,39.26,10.53,-3.93,1,for Wall Street Journal
55410,88950,1341,2006,2006_Gov-G_MA,MA,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,678,Deval Patrick,12699,DEM,58.1,Kerry Healey,12698,REP,32.7,4,25.4,11/7/06,55.64,35.33,20.3,5.1,1,for Wall Street Journal
55437,88977,1342,2006,2006_Gov-G_MD,MD,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,644,Martin O'Malley,12704,DEM,49.3,Robert Ehrlich Jr.,12703,REP,43.9,,5.4000001,11/7/06,52.69,46.16,6.53,-1.13,1,for Wall Street Journal
55509,89054,1344,2006,2006_Gov-G_MI,MI,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,1081,Jennifer Granholm,12710,DEM,51.6,Dick DeVos,12712,REP,42.7,,8.8999996,11/7/06,56.36,42.3,14.06,-5.16,1,for Wall Street Journal
24513,89078,1345,2006,2006_Gov-G_MN,MN,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/25/06,500,Mike Hatch,12715,DEM,45,Tim Pawlenty,12717,REP,44,,1,11/7/06,45.73,46.69,-0.96,1.96,0,
25008,89079,1345,2006,2006_Gov-G_MN,MN,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,715,Mike Hatch,12715,DEM,46.1,Tim Pawlenty,12717,REP,44.7,6.3,1.4,11/7/06,45.73,46.69,-0.96,2.36,0,for Wall Street Journal
55566,89114,1349,2006,2006_Gov-G_NV,NV,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,485,Dina Titus,12728,DEM,47.5,Jim Gibbons,12729,REP,46.6,,0.89999998,11/7/06,43.92,47.93,-4.01,4.91,0,for Wall Street Journal
55595,89144,1350,2006,2006_Gov-G_NY,NY,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,952,Eliot Spitzer,12732,DEM,63.2,John J. Faso,12733,REP,27.3,,35.900002,11/7/06,69.56,28.72,40.84,-4.94,1,for Wall Street Journal
24395,89179,1351,2006,2006_Gov-G_OH,OH,Gov-G,Gov-G,Opinion Consultants,241,Live Phone,,10/25/06,800,Ted Strickland,12740,DEM,55,J. Kenneth Blackwell,12738,REP,39,,16,11/7/06,60.54,36.65,23.89,-7.89,1,among registered voters
55628,89178,1351,2006,2006_Gov-G_OH,OH,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,678,Ted Strickland,12740,DEM,50.8,J. Kenneth Blackwell,12738,REP,43.3,,7.5,11/7/06,60.54,36.65,23.89,-16.39,1,for Wall Street Journal
55709,89259,1353,2006,2006_Gov-G_PA,PA,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,755,Ed Rendell,12748,DEM,55.2,Lynn Swann,12749,REP,42,,13.2,11/7/06,60.36,39.64,20.73,-7.53,1,for Wall Street Journal
64710,138099,1356,2006,2006_Gov-G_SD,SD,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/25/06,800,Jack Billion,12757,DEM,35,M. Michael Rounds,12755,REP,57,,-22,11/7/06,36.13,61.69,-25.56,3.56,1,
55779,89331,1358,2006,2006_Gov-G_TX,TX,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,1081,Chris Bell,12763,DEM,28.5,Rick Perry,12766,REP,36.7,15,-8.1999998,11/7/06,29.79,39.03,-9.24,1.04,1,for Wall Street Journal
25065,89371,1360,2006,2006_Gov-G_WI,WI,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,845,Jim Doyle,12774,DEM,46.7,Mark Green,12772,REP,47.2,4,-0.5,11/7/06,52.7,45.31,7.39,-7.89,0,for Wall Street Journal
55654,89204,1362,2006,2006_Gov-G_OR,OR,Gov-G,Gov-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,755,Ted Kulongoski,12747,DEM,47.2,Ron Saxton,12744,REP,46.6,,0.60000002,11/7/06,50.73,42.75,7.98,-7.38,1,for Wall Street Journal
55159,30225,1581,2006,2006_Sen-G_AZ,AZ,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,644,Jim Pederson,2823,DEM,44.4,Jon Kyl,2822,REP,51.8,,-7.4000001,11/7/06,43.5,53.34,-9.84,2.44,1,for Wall Street Journal
24991,30229,1583,2006,2006_Sen-G_CT,CT,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,600,Ned Lamont,2839,DEM,42.5,Joseph I. Lieberman,14516,IND,47.4,6,-4.9000001,11/7/06,39.73,49.71,-9.98,,1,for Wall Street Journal; sample size unavailable; estimated at 600 as a default
55283,30234,1585,2006,2006_Sen-G_FL,FL,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,952,Bill Nelson,2848,DEM,53.7,Katherine Harris,2849,REP,39.6,,14.1,11/7/06,60.3,38.1,22.21,-8.11,1,for Wall Street Journal
55437,30238,1589,2006,2006_Sen-G_MD,MD,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,644,Benjamin L. Cardin,2878,DEM,52.8,Michael S. Steele,2879,REP,43.5,,9.3000002,11/7/06,54.21,44.2,10.01,-0.71,1,for Wall Street Journal
55509,30243,1591,2006,2006_Sen-G_MI,MI,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,1081,Debbie Stabenow,2915,DEM,49.3,Mike Bouchard,2916,REP,41.9,,7.4000001,11/7/06,56.91,41.26,15.65,-8.25,1,for Wall Street Journal
24513,29751,1592,2006,2006_Sen-G_MN,MN,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/25/06,500,Amy Klobuchar,2923,DEM,53,Mark R. Kennedy,2924,REP,39,,14,11/7/06,58.06,37.94,20.12,-6.12,1,
25008,30246,1592,2006,2006_Sen-G_MN,MN,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,600,Amy Klobuchar,2923,DEM,50.5,Mark R. Kennedy,2924,REP,42.8,,7.6999998,11/7/06,58.06,37.94,20.12,-12.42,1,for Wall Street Journal; sample size unavailable; estimated at 600 as a default
24524,29762,1594,2006,2006_Sen-G_MO,MO,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/25/06,500,Claire McCaskill,2935,DEM,48,Jim Talent,2936,REP,50,,-2,11/7/06,49.58,47.31,2.27,-4.27,0,
24684,29922,1594,2006,2006_Sen-G_MO,MO,Sen-G,Sen-G,Research 2000,281,Live Phone,,10/25/06,800,Claire McCaskill,2935,DEM,47,Jim Talent,2936,REP,47,,0,11/7/06,49.58,47.31,2.27,-2.27,0.5,
25012,30250,1594,2006,2006_Sen-G_MO,MO,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Live Phone,,10/25/06,600,Claire McCaskill,2935,DEM,47.3,Jim Talent,2936,REP,48.6,3,-1.3,11/7/06,49.58,47.31,2.27,-3.57,0,sample size unavailable; estimated at 600 as a default
24303,29541,1595,2006,2006_Sen-G_MT,MT,Sen-G,Sen-G,Harstad Strategic Research Inc.,134,Live Phone,D,10/25/06,662,Jon Tester,2950,DEM,48,Conrad Burns,2951,REP,42,,6,11/7/06,49.16,48.29,0.88,5.12,1,for Jon Tester
55566,30265,1597,2006,2006_Sen-G_NV,NV,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,485,Jack Carter,2988,DEM,36.8,John Ensign,2987,REP,58.3,,-21.5,11/7/06,40.99,55.36,-14.37,-7.13,1,for Wall Street Journal
24563,29801,1598,2006,2006_Sen-G_NJ,NJ,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/25/06,500,Robert Menendez,2971,DEM,45,Thomas H. Kean,2972,REP,45,,0,11/7/06,57.2,41.19,16.02,-16.02,0.5,
25019,30257,1598,2006,2006_Sen-G_NJ,NJ,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,600,Robert Menendez,2971,DEM,48.7,Thomas H. Kean,2972,REP,42.8,,5.9000001,11/7/06,57.2,41.19,16.02,-10.12,1,for Wall Street Journal; sample size unavailable; estimated at 600 as a default
25024,30262,1599,2006,2006_Sen-G_NM,NM,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,600,Jeff Bingaman,2982,DEM,58.2,Allen W. McCulloch MD,2983,REP,37.5,,20.700001,11/7/06,70.61,29.33,41.27,-20.57,1,for Wall Street Journal; sample size unavailable; estimated at 600 as a default
55595,30268,1600,2006,2006_Sen-G_NY,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,952,Hillary Rodham Clinton,2993,DEM,57.3,John Spencer,2996,REP,33,,24.299999,11/7/06,67,31.01,36,-11.7,1,for Wall Street Journal
24395,29633,1602,2006,2006_Sen-G_OH,OH,Sen-G,Sen-G,Opinion Consultants,241,Live Phone,,10/25/06,800,Sherrod Brown,3004,DEM,51,Michael DeWine,3005,REP,44,,7,11/7/06,56.16,43.82,12.35,-5.35,1,among registered voters
55628,30273,1602,2006,2006_Sen-G_OH,OH,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,678,Sherrod Brown,3004,DEM,48.7,Michael DeWine,3005,REP,47.3,,1.4,11/7/06,56.16,43.82,12.35,-10.95,1,for Wall Street Journal
55709,30278,1603,2006,2006_Sen-G_PA,PA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,755,Robert P. Casey Jr.,3010,DEM,52.7,Rick Santorum,3011,REP,43.8,,8.8999996,11/7/06,58.64,41.28,17.35,-8.45,1,for Wall Street Journal
25047,30285,1605,2006,2006_Sen-G_TN,TN,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,600,Harold E. Ford Jr.,4344,DEM,48.1,Bob Corker,3019,REP,49.3,,-1.2,11/7/06,47.99,50.71,-2.72,1.52,1,for Wall Street Journal; sample size unavailable; estimated at 600 as a default
55779,30291,1606,2006,2006_Sen-G_TX,TX,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,1081,Barbara Ann Radnofsky,3037,DEM,35.9,Kay Bailey Hutchison,3036,REP,54.8,6.4,-18.9,11/7/06,36.04,61.69,-25.65,6.75,1,for Wall Street Journal
24640,29878,1609,2006,2006_Sen-G_VA,VA,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/25/06,500,Jim Webb,3047,DEM,48,George F. Allen,3048,REP,50,,-2,11/7/06,49.59,49.2,0.39,-2.39,0,
25058,30296,1609,2006,2006_Sen-G_VA,VA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,600,Jim Webb,3047,DEM,51,George F. Allen,3048,REP,47.2,,3.8,11/7/06,49.59,49.2,0.39,3.41,1,for Wall Street Journal; sample size unavailable; estimated at 600 as a default
25062,30300,1610,2006,2006_Sen-G_WA,WA,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,600,Maria Cantwell,3063,DEM,50,Mike McGavick,3064,REP,46.1,,3.9000001,11/7/06,56.85,39.93,16.92,-13.02,1,for Wall Street Journal; sample size unavailable; estimated at 600 as a default
25065,30303,1612,2006,2006_Sen-G_WI,WI,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,Online,,10/25/06,600,Herb Kohl,3077,DEM,47.2,Robert Gerald Lorge,3078,REP,38,7.2,9.1999998,11/7/06,67.31,29.48,37.83,-28.63,1,for Wall Street Journal; sample size unavailable; estimated at 600 as a default
73998,138836,3597,2006,2006_House-G_AK-1,AK-1,House-G,House-G,Hays Research Group,136,Live Phone,D,10/25/06,400,Diane Benson,16515,DEM,34,Don Young,16516,REP,43,,-9,11/7/06,40.01,56.57,-16.56,7.56,1,for unspecified Democratic sponsor; among registered voters
64229,118186,3598,2006,2006_House-G_AZ-1,AZ-1,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1037,Ellen S. Simon,14126,DEM,46,Richard Renzi,14127,REP,48,,-2,11/7/06,43.45,51.75,-8.31,6.31,1,
64230,118188,3613,2006,2006_House-G_CA-4,CA-4,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,954,Charles Duane Brown,14278,DEM,46,John T. Doolittle,14279,REP,49,,-3,11/7/06,45.87,49.05,-3.18,0.18,1,
64230,118187,3620,2006,2006_House-G_CA-11,CA-11,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,983,Jerry McNerney,14276,DEM,48,Richard W. Pombo,14277,REP,46,,2,11/7/06,53.27,46.73,6.53,-4.53,1,
64231,118189,3666,2006,2006_House-G_CO-4,CO-4,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,991,Angie Paccione,14280,DEM,48,Marilyn N. Musgrave,14281,REP,45,,3,11/7/06,43.12,45.61,-2.49,5.49,0,
55223,117985,3667,2006,2006_House-G_CO-5,CO-5,House-G,House-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/25/06,400,Jay Fawcett,14052,DEM,40,Doug Lamborn,14053,REP,47,,-7,11/7/06,40.35,59.62,-19.27,12.27,1,
64231,118190,3669,2006,2006_House-G_CO-7,CO-7,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,983,Ed Perlmutter,14282,DEM,51,Rick O'Donnell,14283,REP,46,,5,11/7/06,54.93,42.06,12.87,-7.87,1,
64075,117903,3671,2006,2006_House-G_CT-2,CT-2,House-G,House-G,Grove Insight,129,Live Phone,D,10/25/06,400,Joe Courtney,13958,DEM,46,Robert R. Simmons,13959,REP,42,,4,11/7/06,50.02,49.98,0.03,3.97,1,for unspecified Democratic sponsor
64232,118191,3671,2006,2006_House-G_CT-2,CT-2,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,947,Joe Courtney,13958,DEM,51,Robert R. Simmons,13959,REP,45,,6,11/7/06,50.02,49.98,0.03,5.97,1,
64232,118192,3673,2006,2006_House-G_CT-4,CT-4,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,976,Diane Farrell,14211,DEM,43,Christopher H. Shays,14212,REP,52,,-9,11/7/06,47.58,50.96,-3.38,-5.62,1,
64232,118193,3674,2006,2006_House-G_CT-5,CT-5,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,994,Christopher Murphy,14213,DEM,51,Nancy L. Johnson,14214,REP,43,,8,11/7/06,56.46,43.54,12.93,-4.93,1,
64233,118194,3688,2006,2006_House-G_FL-13,FL-13,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1005,Christine L. Jennings,13968,DEM,49,Vern Buchanan,13969,REP,47,,2,11/7/06,49.92,50.08,-0.15,2.15,0,
64233,118195,3697,2006,2006_House-G_FL-22,FL-22,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,961,Ron Klein,14196,DEM,50,E. Clay Shaw,14198,REP,48,,2,11/7/06,50.88,47.13,3.76,-1.76,1,
64234,118197,3723,2006,2006_House-G_IL-6,IL-6,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,990,Tammy Duckworth,14270,DEM,48,Peter J. Roskam,14271,REP,47,,1,11/7/06,48.65,51.35,-2.7,3.7,0,
64234,118198,3725,2006,2006_House-G_IL-8,IL-8,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1013,Melissa L. Bean,14268,DEM,50,David McSweeney,14269,REP,45,,5,11/7/06,50.9,44.01,6.89,-1.89,1,
64234,118196,3727,2006,2006_House-G_IL-10,IL-10,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1008,Daniel J. Seals,14284,DEM,48,Mark Kirk,14285,REP,46,,2,11/7/06,46.62,53.38,-6.75,8.75,0,
64235,118199,3738,2006,2006_House-G_IN-2,IN-2,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,977,Joe Donnelly,14216,DEM,48,Chris Chocola,14217,REP,45,,3,11/7/06,53.98,46.02,7.95,-4.95,1,
64206,118135,3739,2006,2006_House-G_IN-3,IN-3,House-G,House-G,Research 2000,281,Live Phone,,10/25/06,400,Thomas E. Hayhurst,14209,DEM,40,Mark Edward Souder,14210,REP,52,,-12,11/7/06,45.72,54.28,-8.57,-3.43,1,
64235,118200,3744,2006,2006_House-G_IN-8,IN-8,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1065,Brad Ellsworth,14202,DEM,53,John Nathan Hostettler,14203,REP,43,,10,11/7/06,61.02,38.98,22.04,-12.04,1,
64235,118201,3745,2006,2006_House-G_IN-9,IN-9,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1023,Baron P. Hill,14204,DEM,51,Mike Sodrel,14205,REP,43,,8,11/7/06,50.01,45.49,4.52,3.48,1,
74059,138931,3747,2006,2006_House-G_IA-2,IA-2,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,600,Dave Loebsack,16542,DEM,48,James A. Leach,16543,REP,50,,-2,11/7/06,51.43,48.57,2.85,-4.85,0,sample size unavailable; estimated at 600 as a default
64236,118202,3757,2006,2006_House-G_KY-3,KY-3,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1010,John Yarmuth,13999,DEM,52,Anne Meagher Northup,14000,REP,46,,6,11/7/06,50.62,48.18,2.45,3.55,1,
64236,118203,3758,2006,2006_House-G_KY-4,KY-4,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,996,Ken Lucas,14286,DEM,50,Geoff Davis,14287,REP,46,,4,11/7/06,43.38,51.69,-8.31,12.31,0,
64237,118204,3804,2006,2006_House-G_MN-1,MN-1,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1042,Timothy J. Walz,14288,DEM,47,Gilbert W. Gutknecht,14289,REP,50,,-3,11/7/06,52.74,47.12,5.61,-8.61,0,
64237,118205,3809,2006,2006_House-G_MN-6,MN-6,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1056,Patty Wetterling,14290,DEM,47,Michele Bachmann,14291,REP,48,,-1,11/7/06,42.07,50.05,-7.98,6.98,1,
64238,118206,3831,2006,2006_House-G_NV-3,NV-3,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1031,Tessa M. Hafen,14056,DEM,44,Jon C. Porter,14057,REP,51,,-7,11/7/06,46.57,48.46,-1.88,-5.12,1,
64239,118207,3833,2006,2006_House-G_NH-2,NH-2,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,988,Paul W. Hodes,14222,DEM,50,Charles Bass,14223,REP,47,,3,11/7/06,52.71,45.61,7.1,-4.1,1,
64240,118208,3840,2006,2006_House-G_NJ-7,NJ-7,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1013,Linda Stender,14292,DEM,43,Michael Ferguson,14293,REP,46,,-3,11/7/06,47.95,49.43,-1.48,-1.52,1,
64241,118213,3852,2006,2006_House-G_NY-3,NY-3,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,982,David L. Mejias,14297,DEM,44,Peter King,14298,REP,51,,-7,11/7/06,43.96,56.04,-12.08,5.08,1,
64241,118209,3868,2006,2006_House-G_NY-19,NY-19,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,944,John Hall,13796,DEM,49,Sue W. Kelly,13797,REP,47,,2,11/7/06,51.22,48.78,2.44,-0.44,1,
64241,118210,3869,2006,2006_House-G_NY-20,NY-20,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1040,Kirsten E. Gillibrand,13928,DEM,53,John E. Sweeney,13929,REP,42,,11,11/7/06,53.1,46.9,6.2,4.8,1,
64241,118211,3874,2006,2006_House-G_NY-25,NY-25,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1020,Daniel B. Maffei,13824,DEM,53,James T. Walsh,13825,REP,44,,9,11/7/06,49.21,50.79,-1.57,10.57,0,
64241,118212,3878,2006,2006_House-G_NY-29,NY-29,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1004,Eric J. Massa,14294,DEM,53,John R. Kuhl,14296,REP,42,,11,11/7/06,48.54,51.46,-2.93,13.93,0,
64242,118215,3886,2006,2006_House-G_NC-8,NC-8,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,999,Lawrence Webb Kissell,14139,DEM,48,Robert C. Hayes,14140,REP,44,,4,11/7/06,49.86,50.14,-0.27,4.27,0,
64242,118214,3889,2006,2006_House-G_NC-11,NC-11,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1002,Joseph Heath Shuler,14299,DEM,53,Charles H. Taylor,14300,REP,44,,9,11/7/06,53.79,46.21,7.59,1.41,1,
64243,118216,3893,2006,2006_House-G_OH-1,OH-1,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,999,John Cranley,13960,DEM,48,Steve Chabot,13961,REP,46,,2,11/7/06,47.75,52.25,-4.5,6.5,0,
64243,118218,3894,2006,2006_House-G_OH-2,OH-2,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,972,Victoria Wulsin,14303,DEM,46,Jean Schmidt,14304,REP,51,,-5,11/7/06,49.39,50.45,-1.06,-3.94,1,
64243,118217,3904,2006,2006_House-G_OH-12,OH-12,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1002,Robert Shamansky,14301,DEM,46,Patrick J. Tiberi,14302,REP,51,,-5,11/7/06,42.7,57.3,-14.6,9.6,1,
64244,118219,3924,2006,2006_House-G_PA-4,PA-4,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1008,Jason Altmire,14143,DEM,47,Melissa A. Hart,14144,REP,51,,-4,11/7/06,51.89,48.03,3.86,-7.86,0,
64244,118220,3926,2006,2006_House-G_PA-6,PA-6,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1006,Lois Murphy,14305,DEM,51,Jim Gerlach,14306,REP,46,,5,11/7/06,49.34,50.66,-1.32,6.32,0,
64244,139060,3927,2006,2006_House-G_PA-7,PA-7,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,600,Joe Sestak,13822,DEM,51,W. Curtis Weldon,13823,REP,44,,7,11/7/06,56.36,43.6,12.75,-5.75,1,sample size unavailable; estimated at 600 as a default
64244,118221,3928,2006,2006_House-G_PA-8,PA-8,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,994,Patrick J. Murphy,13922,DEM,50,Michael G. Fitzpatrick,13923,REP,47,,3,11/7/06,50.3,49.69,0.61,2.39,1,
64244,139064,3930,2006,2006_House-G_PA-10,PA-10,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,600,Christopher P. Carney,13920,DEM,50,Don Sherwood,13921,REP,43,,7,11/7/06,52.9,47.01,5.89,1.11,1,sample size unavailable; estimated at 600 as a default
64710,119664,3948,2006,2006_House-G_SD-1,SD-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/25/06,800,Stephanie Herseth Sandlin,14500,DEM,66,Bruce W. Whalen,14501,REP,26,,40,11/7/06,69.09,29.34,39.75,0.25,1,
64245,118222,3995,2006,2006_House-G_VA-2,VA-2,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,989,Philip J. Kellam,14050,DEM,50,Thelma D. Drake,14051,REP,45,,5,11/7/06,48.45,51.27,-2.82,7.82,0,
64246,119665,4009,2006,2006_House-G_WA-5,WA-5,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,991,Peter J. Goldmark,14502,DEM,46,Cathy McMorris Rodgers,14503,REP,51,,-5,11/7/06,43.6,56.4,-12.79,7.79,1,
64246,118223,4012,2006,2006_House-G_WA-8,WA-8,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,1004,Darcy Burner,14308,DEM,49,David G. Reichert,14309,REP,47,,2,11/7/06,48.54,51.46,-2.92,4.92,0,
64247,118224,4024,2006,2006_House-G_WI-8,WI-8,House-G,House-G,RT Strategies,275,Live Phone,,10/25/06,984,Steven L. Kagen,14310,DEM,51,John G. Gard,14311,REP,45,,6,11/7/06,50.9,48.76,2.14,3.86,1,
27731,33009,8655,2006,2006_House-G_US,US,House-G,House-G,Fox News/Opinion Dynamics Corp.,104,Live Phone,,10/25/06,900,Generic Candidate,13746,DEM,49,Generic Candidate,13747,REP,38,,11,11/7/06,51.6,44.07,7.53,3.47,1,
55284,88824,1334,2006,2006_Gov-G_FL,FL,Gov-G,Gov-G,Rasmussen Reports/Pulse Opinion Research,277,IVR,,10/26/06,500,Jim Davis,12674,DEM,41,Charlie Crist,12675,REP,52,,-11,11/7/06,45.11,52.18,-7.07,-3.93,1,
55313,88853,1335,2006,2006_Gov-G_GA,GA,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/26/06,625,Mark Taylor,12678,DEM,36,Sonny Perdue,12676,REP,53,3,-17,11/7/06,38.22,57.95,-19.73,2.73,1,
55438,88978,1342,2006,2006_Gov-G_MD,MD,Gov-G,Gov-G,Public Opinion Strategies,260,Live Phone,R,10/26/06,600,Martin O'Malley,12704,DEM,45,Robert Ehrlich Jr.,12703,REP,46,,-1,11/7/06,52.69,46.16,6.53,-7.53,0,for Robert Ehrlich Jr.
